Data,VelocidadeMediaVento
2016-12-08,1.7666669999999998
2016-12-09,3.15
2016-12-10,3.0
2016-12-11,2.333333
2016-12-12,2.6333330000000004
2016-12-13,2.3
2016-12-14,3.566667
2016-12-15,3.3
2016-12-16,4.8333330000000005
2016-12-17,3.566667
2016-12-18,3.233333
2016-12-19,3.3
2016-12-20,2.9666669999999997
2016-12-21,1.9
2016-12-22,3.3
2016-12-23,2.333333
2016-12-24,1.8
2016-12-25,3.3
2016-12-26,1.6
2016-12-27,3.6
2016-12-28,2.2
2016-12-29,1.6
2016-12-30,2.1
2016-12-31,3.1333330000000004
2017-01-01,3.2
2017-01-02,2.4666669999999997
2017-01-03,2.3
2017-01-04,3.433333
2017-01-05,1.6
2017-01-06,3.8666669999999996
2017-01-07,3.3
2017-01-08,2.733333
2017-01-09,3.3
2017-01-10,1.5
2017-01-11,2.1333330000000004
2017-01-12,2.333333
2017-01-13,1.6
2017-01-14,2.6333330000000004
2017-01-15,3.2
2017-01-16,1.6
2017-01-17,1.833333
2017-01-18,2.2
2017-01-19,1.6
2017-01-20,1.333333
2017-01-21,1.633333
2017-01-22,0.0
2017-01-23,1.8666669999999999
2017-01-24,1.7333330000000002
2017-01-25,1.7333330000000002
2017-01-26,1.6
2017-01-27,1.7333330000000002
2017-01-28,2.0333330000000003
2017-01-29,1.9
2017-01-30,1.6
2017-01-31,1.3
2017-02-01,0.8
2017-02-02,1.266667
2017-02-03,0.733333
2017-02-04,1.9
2017-02-05,2.0
2017-02-06,2.0
2017-02-07,0.533333
2017-02-08,1.266667
2017-02-09,0.8
2017-02-10,2.433333
2017-02-11,1.6
2017-02-12,1.333333
2017-02-13,1.066667
2017-02-14,1.4
2017-02-15,1.7
2017-02-16,1.366667
2017-02-17,1.9666669999999997
2017-02-18,0.7
2017-02-19,0.966667
2017-02-20,1.3
2017-02-21,1.9333330000000002
2017-02-22,1.633333
2017-02-23,1.366667
2017-02-24,1.233333
2017-02-25,1.066667
2017-02-26,0.533333
2017-02-27,1.1
2017-02-28,0.366667
2017-03-01,0.333333
2017-03-02,0.0
2017-03-03,0.366667
2017-03-04,0.666667
2017-03-05,0.9
2017-03-06,0.833333
2017-03-07,0.7
2017-03-08,1.266667
2017-03-09,1.233333
2017-03-10,1.1
2017-03-11,0.8
2017-03-12,0.633333
2017-03-13,0.8
2017-03-14,1.2
2017-03-15,0.3
2017-03-16,0.333333
2017-03-17,0.333333
2017-03-18,0.266667
2017-03-19,0.866667
2017-03-20,1.0
2017-03-21,1.033333
2017-03-22,0.9
2017-03-23,0.0
2017-03-24,1.0
2017-03-25,0.1
2017-03-26,0.3
2017-03-27,0.533333
2017-03-28,0.8
2017-03-29,0.833333
2017-03-30,0.0
2017-03-31,0.533333
2017-04-01,0.766667
2017-04-02,0.533333
2017-04-03,0.733333
2017-04-04,0.266667
2017-04-05,0.1
2017-04-06,0.833333
2017-04-07,0.866667
2017-04-08,0.4
2017-04-09,0.166667
2017-04-10,0.333333
2017-04-11,0.166667
2017-04-12,0.333333
2017-04-13,0.1
2017-04-14,0.0
2017-04-15,0.2
2017-04-16,0.2
2017-04-17,0.6
2017-04-18,0.23333299999999998
2017-04-19,0.23333299999999998
2017-04-20,0.533333
2017-04-21,0.2
2017-04-22,0.0
2017-04-23,1.266667
2017-04-24,0.266667
2017-04-25,0.266667
2017-04-26,1.3
2017-04-27,0.1
2017-04-28,0.1
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.13333299999999998
2017-05-02,0.1
2017-05-03,1.2
2017-05-04,0.0
2017-05-05,0.1
2017-05-06,0.6
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.033333
2017-05-11,0.0
2017-05-12,1.266667
2017-05-13,1.266667
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.1
2017-05-17,0.68592
2017-05-18,2.7
2017-05-19,1.666667
2017-05-20,1.9666669999999997
2017-05-21,1.8
2017-05-22,1.6
2017-05-23,1.333333
2017-05-24,1.0
2017-05-25,2.4
2017-05-26,1.6
2017-05-27,1.6
2017-05-28,1.6
2017-05-29,1.333333
2017-05-30,0.4
2017-05-31,0.866667
2017-06-01,0.166667
2017-06-02,0.866667
2017-06-03,2.4
2017-06-04,3.1
2017-06-05,1.333333
2017-06-06,0.9
2017-06-07,2.4
2017-06-08,1.033333
2017-06-09,1.666667
2017-06-10,1.6
2017-06-11,1.333333
2017-06-12,1.466667
2017-06-13,1.9
2017-06-14,1.133333
2017-06-15,1.566667
2017-06-16,1.366667
2017-06-17,1.633333
2017-06-18,1.9666669999999997
2017-06-19,1.366667
2017-06-20,1.1
2017-06-21,2.166667
2017-06-22,3.1333330000000004
2017-06-23,1.666667
2017-06-24,1.533333
2017-06-25,1.333333
2017-06-26,1.4
2017-06-27,2.5333330000000003
2017-06-28,1.133333
2017-06-29,1.133333
2017-06-30,0.5
2017-07-01,1.54332
2017-07-02,1.88628
2017-07-03,2.05776
2017-07-04,2.74368
2017-07-05,2.40072
2017-07-06,2.9151599999999998
2017-07-07,3.77256
2017-07-08,1.20036
2017-07-09,0.0
2017-07-10,2.8294200000000003
2017-07-11,2.2292400000000003
2017-07-12,2.5722
2017-07-13,3.25812
2017-07-14,4.80144
2017-07-15,5.31588
2017-07-16,4.972919999999999
2017-07-17,2.5722
2017-07-18,2.05776
2017-07-19,2.9151599999999998
2017-07-20,1.37184
2017-07-21,1.88628
2017-07-22,2.05776
2017-07-23,2.2292400000000003
2017-07-24,2.9151599999999998
2017-07-25,3.6010800000000005
2017-07-26,2.74368
2017-07-27,3.08664
2017-07-28,1.7148
2017-07-29,3.4296
2017-07-30,1.54332
2017-07-31,2.05776
2017-08-01,3.25812
2017-08-02,2.5722
2017-08-03,3.25812
2017-08-04,2.5722
2017-08-05,2.74368
2017-08-06,3.77256
2017-08-07,3.4296
2017-08-08,3.25812
2017-08-09,3.25812
2017-08-10,2.5722
2017-08-11,2.9151599999999998
2017-08-12,3.08664
2017-08-13,3.08664
2017-08-14,3.94404
2017-08-15,2.74368
2017-08-16,3.6010800000000005
2017-08-17,3.08664
2017-08-18,3.25812
2017-08-19,3.6010800000000005
2017-08-20,4.11552
2017-08-21,2.9151599999999998
2017-08-22,3.77256
2017-08-23,4.458480000000001
2017-08-24,4.11552
2017-08-25,4.287
2017-08-26,5.1444
2017-08-27,6.0018
2017-08-28,5.8303199999999995
2017-08-29,5.48736
2017-08-30,6.8592
2017-08-31,5.1444
2017-09-01,3.6010800000000005
2017-09-02,4.80144
2017-09-03,4.11552
2017-09-04,5.48736
2017-09-05,3.77256
2017-09-06,4.11552
2017-09-07,4.972919999999999
2017-09-08,2.5722
2017-09-09,4.287
2017-09-10,5.48736
2017-09-11,5.31588
2017-09-12,3.77256
2017-09-13,5.6588400000000005
2017-09-14,6.34476
2017-09-15,3.94404
2017-09-16,5.6588400000000005
2017-09-17,5.6588400000000005
2017-09-18,4.972919999999999
2017-09-19,4.458480000000001
2017-09-20,3.94404
2017-09-21,4.287
2017-09-22,5.31588
2017-09-23,4.287
2017-09-24,5.6588400000000005
2017-09-25,5.48736
2017-09-26,4.287
2017-09-27,4.11552
2017-09-28,4.11552
2017-09-29,5.8303199999999995
2017-09-30,5.6588400000000005
2017-10-01,4.972919999999999
2017-10-02,6.0018
2017-10-03,5.48736
2017-10-04,4.80144
2017-10-05,3.94404
2017-10-06,6.0018
2017-10-07,5.8303199999999995
2017-10-08,5.1444
2017-10-09,4.287
2017-10-10,4.972919999999999
2017-10-11,3.4296
2017-10-12,2.5722
2017-10-13,3.94404
2017-10-14,3.08664
2017-10-15,2.74368
2017-10-16,4.80144
2017-10-17,4.287
2017-10-18,5.31588
2017-10-19,3.6010800000000005
2017-10-20,3.25812
2017-10-21,4.972919999999999
2017-10-22,3.4296
2017-10-23,5.8303199999999995
2017-10-24,3.94404
2017-10-25,5.6588400000000005
2017-10-26,5.31588
2017-10-27,5.1444
2017-10-28,5.6588400000000005
2017-10-29,5.6588400000000005
2017-10-30,4.80144
2017-10-31,5.8303199999999995
2017-11-01,4.458480000000001
2017-11-02,4.972919999999999
2017-11-03,6.51624
2017-11-04,6.17328
2017-11-05,5.48736
2017-11-06,5.1444
2017-11-07,5.6588400000000005
2017-11-08,4.11552
2017-11-09,5.1444
2017-11-10,2.5722
2017-11-11,2.5722
2017-11-12,3.08664
2017-11-13,2.9151599999999998
2017-11-14,3.08664
2017-11-15,5.1444
2017-11-16,4.11552
2017-11-17,4.972919999999999
2017-11-18,3.08664
2017-11-19,4.11552
2017-11-20,3.6010800000000005
2017-11-21,5.6588400000000005
2017-11-22,3.94404
2017-11-23,4.80144
2017-11-24,3.94404
2017-11-25,4.11552
2017-11-26,3.6010800000000005
2017-11-27,5.1444
2017-11-28,5.1444
2017-11-29,3.08664
2017-11-30,3.6010800000000005
2017-12-01,3.77256
2017-12-02,3.25812
2017-12-03,3.08664
2017-12-04,3.94404
2017-12-05,4.62996
2017-12-06,3.4296
2017-12-07,2.40072
2017-12-08,2.05776
2017-12-09,2.74368
2017-12-10,1.88628
2017-12-11,2.05776
2017-12-12,3.25812
2017-12-13,3.77256
2017-12-14,3.08664
2017-12-15,3.4296
2017-12-16,3.6010800000000005
2017-12-17,3.6010800000000005
2017-12-18,3.94404
2017-12-19,3.94404
2017-12-20,4.11552
2017-12-21,3.6010800000000005
2017-12-22,4.458480000000001
2017-12-23,3.08664
2017-12-24,3.25812
2017-12-25,4.80144
2017-12-26,3.08664
2017-12-27,5.48736
2017-12-28,2.05776
2017-12-29,3.6010800000000005
2017-12-30,3.4296
2017-12-31,3.77256
2018-01-01,3.6010800000000005
2018-01-02,3.4296
2018-01-03,2.74368
2018-01-04,2.5722
2018-01-05,3.25812
2018-01-06,2.9151599999999998
2018-01-07,3.6010800000000005
2018-01-08,4.287
2018-01-09,3.4296
2018-01-10,3.6010800000000005
2018-01-11,2.74368
2018-01-12,3.4296
2018-01-13,3.6010800000000005
2018-01-14,3.6010800000000005
2018-01-15,5.6588400000000005
2018-01-16,5.8303199999999995
2018-01-17,2.40072
2018-01-18,3.77256
2018-01-19,3.08664
2018-01-20,2.74368
2018-01-21,2.9151599999999998
2018-01-22,4.458480000000001
2018-01-23,3.4296
2018-01-24,3.6010800000000005
2018-01-25,2.05776
2018-01-26,2.9151599999999998
2018-01-27,3.77256
2018-01-28,4.11552
2018-01-29,4.287
2018-01-30,3.77256
2018-01-31,3.08664
2018-02-01,4.972919999999999
2018-02-02,2.5722
2018-02-03,3.6010800000000005
2018-02-04,3.6010800000000005
2018-02-05,4.11552
2018-02-06,3.4296
2018-02-07,3.94404
2018-02-08,3.77256
2018-02-09,1.54332
2018-02-10,2.05776
2018-02-11,3.4296
2018-02-12,2.40072
2018-02-13,3.6010800000000005
2018-02-14,2.2292400000000003
2018-02-15,2.9151599999999998
2018-02-16,2.9151599999999998
2018-02-17,2.9151599999999998
2018-02-18,3.6010800000000005
2018-02-19,3.6010800000000005
2018-02-20,3.4296
2018-02-21,2.40072
2018-02-22,3.4296
2018-02-23,2.9151599999999998
2018-02-24,4.287
2018-02-25,2.40072
2018-02-26,3.08664
2018-02-27,3.25812
2018-02-28,3.08664
2018-03-01,1.88628
2018-03-02,2.9151599999999998
2018-03-03,3.08664
2018-03-04,3.6010800000000005
2018-03-05,2.5722
2018-03-06,2.2292400000000003
2018-03-07,3.4296
2018-03-08,3.77256
2018-03-09,2.2292400000000003
2018-03-10,3.77256
2018-03-11,3.25812
2018-03-12,2.40072
2018-03-13,2.74368
2018-03-14,2.9151599999999998
2018-03-15,2.74368
2018-03-16,4.287
2018-03-17,2.5722
2018-03-18,3.08664
2018-03-19,3.08664
2018-03-20,2.9151599999999998
2018-03-21,2.74368
2018-03-22,3.4296
2018-03-23,2.5722
2018-03-24,2.74368
2018-03-25,3.4296
2018-03-26,2.5722
2018-03-27,3.08664
2018-03-28,3.25812
2018-03-29,0.34296
2018-03-30,2.05776
2018-03-31,1.7148
2018-04-01,3.08664
2018-04-02,3.25812
2018-04-03,2.05776
2018-04-04,2.05776
2018-04-05,2.74368
2018-04-06,1.88628
2018-04-07,2.40072
2018-04-08,2.40072
2018-04-09,3.08664
2018-04-10,2.74368
2018-04-11,2.74368
2018-04-12,2.2292400000000003
2018-04-13,1.37184
2018-04-14,2.05776
2018-04-15,2.74368
2018-04-16,3.6010800000000005
2018-04-17,1.88628
2018-04-18,3.4296
2018-04-19,2.5722
2018-04-20,2.9151599999999998
2018-04-21,0.8574
2018-04-22,1.88628
2018-04-23,2.5722
2018-04-24,3.08664
2018-04-25,3.4296
2018-04-26,2.9151599999999998
2018-04-27,3.4296
2018-04-28,3.08664
2018-04-29,1.02888
2018-04-30,2.05776
2018-05-01,1.7148
2018-05-02,3.25812
2018-05-03,3.08664
2018-05-04,3.77256
2018-05-05,3.08664
2018-05-06,3.4296
2018-05-07,2.2292400000000003
2018-05-08,1.54332
2018-05-09,2.9151599999999998
2018-05-10,1.20036
2018-05-11,2.5722
2018-05-12,2.05776
2018-05-13,3.25812
2018-05-14,2.74368
2018-05-15,3.08664
2018-05-16,2.40072
2018-05-17,1.20036
2018-05-18,2.2292400000000003
2018-05-19,2.40072
2018-05-20,2.05776
2018-05-21,2.74368
2018-05-22,2.40072
2018-05-23,3.4296
2018-05-24,3.4296
2018-05-25,2.05776
2018-05-26,2.5722
2018-05-27,4.11552
2018-05-28,2.5722
2018-05-29,3.6010800000000005
2018-05-30,4.458480000000001
2018-05-31,2.74368
2018-06-01,2.05776
2018-06-02,1.02888
2018-06-03,0.51444
2018-06-04,1.7148
2018-06-05,2.05776
2018-06-06,3.25812
2018-06-07,1.7148
2018-06-08,2.40072
2018-06-09,3.25812
2018-06-10,4.972919999999999
2018-06-11,4.62996
2018-06-12,5.1444
2018-06-13,4.458480000000001
2018-06-14,4.458480000000001
2018-06-15,2.5722
2018-06-16,2.9151599999999998
2018-06-17,2.40072
2018-06-18,2.2292400000000003
2018-06-19,2.2292400000000003
2018-06-20,5.1444
2018-06-21,3.08664
2018-06-22,2.05776
2018-06-23,5.48736
2018-06-24,3.94404
2018-06-25,4.80144
2018-06-26,4.62996
2018-06-27,3.77256
2018-06-28,3.77256
2018-06-29,3.08664
2018-06-30,4.458480000000001
2018-07-01,2.74368
2018-07-02,2.5722
2018-07-03,4.62996
2018-07-04,4.972919999999999
2018-07-05,6.17328
2018-07-06,3.6010800000000005
2018-07-07,7.202160000000001
2018-07-08,4.62996
2018-07-09,6.51624
2018-07-10,4.287
2018-07-11,2.5722
2018-07-12,2.74368
2018-07-13,2.74368
2018-07-14,2.05776
2018-07-15,4.11552
2018-07-16,4.287
2018-07-17,2.05776
2018-07-18,5.8303199999999995
2018-07-19,3.94404
2018-07-20,5.31588
2018-07-21,4.62996
2018-07-22,4.80144
2018-07-23,5.6588400000000005
2018-07-24,3.08664
2018-07-25,4.458480000000001
2018-07-26,5.48736
2018-07-27,2.5722
2018-07-28,3.6010800000000005
2018-07-29,3.94404
2018-07-30,3.4296
