Estacao;Data;Hora;Velocidade do Vento Media;
82598;24/02/2013;0000;3.866667;
82598;25/02/2013;0000;5.2;
82598;26/02/2013;0000;4.966667;
82598;27/02/2013;0000;4.533333;
82598;28/02/2013;0000;4.666667;
82598;01/03/2013;0000;4.633333;
82598;02/03/2013;0000;5.8;
82598;03/03/2013;0000;5.366667;
82598;04/03/2013;0000;3.866667;
82598;05/03/2013;0000;4.633333;
82598;06/03/2013;0000;4.933333;
82598;07/03/2013;0000;4.266667;
82598;08/03/2013;0000;5.533333;
82598;09/03/2013;0000;3.666667;
82598;10/03/2013;0000;3.3;
82598;11/03/2013;0000;3.433333;
82598;12/03/2013;0000;3.766667;
82598;13/03/2013;0000;4.433333;
82598;14/03/2013;0000;4;
82598;15/03/2013;0000;5;
82598;16/03/2013;0000;4.4;
82598;17/03/2013;0000;3.866667;
82598;18/03/2013;0000;2.733333;
82598;19/03/2013;0000;2.733333;
82598;20/03/2013;0000;4.5;
82598;21/03/2013;0000;3.266667;
82598;22/03/2013;0000;3.366667;
82598;23/03/2013;0000;2.6;
82598;24/03/2013;0000;2.9;
82598;25/03/2013;0000;3.866667;
82598;26/03/2013;0000;3.366667;
82598;27/03/2013;0000;4.4;
82598;28/03/2013;0000;2.866667;
82598;29/03/2013;0000;3.866667;
82598;30/03/2013;0000;5;
82598;31/03/2013;0000;5.133333;
82598;01/04/2013;0000;3.133333;
82598;02/04/2013;0000;2.733333;
82598;03/04/2013;0000;3.366667;
82598;04/04/2013;0000;3.9;
82598;05/04/2013;0000;3.733333;
82598;06/04/2013;0000;3.3;
82598;07/04/2013;0000;2.366667;
82598;08/04/2013;0000;2.733333;
82598;09/04/2013;0000;4.433333;
82598;10/04/2013;0000;3.866667;
82598;11/04/2013;0000;4.233333;
82598;12/04/2013;0000;4.133333;
82598;13/04/2013;0000;3.866667;
82598;14/04/2013;0000;3.733333;
82598;15/04/2013;0000;2.7;
82598;16/04/2013;0000;3.1;
82598;17/04/2013;0000;1.866667;
82598;18/04/2013;0000;3.5;
82598;19/04/2013;0000;3.3;
82598;20/04/2013;0000;2.9;
