Estacao;Data;Hora;Velocidade do Vento Media;
82598;09/01/2018;0000;3.4296;
82598;10/01/2018;0000;3.60108;
82598;11/01/2018;0000;2.74368;
82598;12/01/2018;0000;3.4296;
82598;13/01/2018;0000;3.60108;
82598;14/01/2018;0000;3.60108;
82598;15/01/2018;0000;5.65884;
82598;16/01/2018;0000;5.83032;
82598;17/01/2018;0000;2.40072;
82598;18/01/2018;0000;3.77256;
82598;19/01/2018;0000;3.08664;
82598;20/01/2018;0000;2.74368;
82598;21/01/2018;0000;2.91516;
82598;22/01/2018;0000;4.45848;
82598;23/01/2018;0000;3.4296;
82598;24/01/2018;0000;3.60108;
82598;25/01/2018;0000;2.05776;
82598;26/01/2018;0000;2.91516;
82598;27/01/2018;0000;3.77256;
82598;28/01/2018;0000;4.11552;
82598;29/01/2018;0000;4.287;
82598;30/01/2018;0000;3.77256;
82598;31/01/2018;0000;3.08664;
82598;01/02/2018;0000;4.97292;
82598;02/02/2018;0000;2.5722;
82598;03/02/2018;0000;3.60108;
82598;04/02/2018;0000;3.60108;
82598;05/02/2018;0000;4.11552;
82598;06/02/2018;0000;3.4296;
82598;07/02/2018;0000;3.94404;
82598;08/02/2018;0000;3.77256;
82598;09/02/2018;0000;1.54332;
82598;10/02/2018;0000;2.05776;
82598;11/02/2018;0000;3.4296;
82598;12/02/2018;0000;2.40072;
82598;13/02/2018;0000;3.60108;
82598;14/02/2018;0000;2.22924;
82598;15/02/2018;0000;2.91516;
82598;16/02/2018;0000;2.91516;
82598;17/02/2018;0000;2.91516;
82598;18/02/2018;0000;3.60108;
82598;19/02/2018;0000;3.60108;
82598;20/02/2018;0000;3.4296;
82598;21/02/2018;0000;2.40072;
82598;22/02/2018;0000;3.4296;
82598;23/02/2018;0000;2.91516;
82598;24/02/2018;0000;4.287;
82598;25/02/2018;0000;2.40072;
82598;26/02/2018;0000;3.08664;
82598;27/02/2018;0000;3.25812;
82598;28/02/2018;0000;3.08664;
82598;01/03/2018;0000;1.88628;
82598;02/03/2018;0000;2.91516;
82598;03/03/2018;0000;3.08664;
82598;04/03/2018;0000;3.60108;
82598;05/03/2018;0000;2.5722;
82598;06/03/2018;0000;2.22924;
82598;07/03/2018;0000;3.4296;
82598;08/03/2018;0000;3.77256;
82598;09/03/2018;0000;2.22924;
82598;10/03/2018;0000;3.77256;
82598;11/03/2018;0000;3.25812;
82598;12/03/2018;0000;2.40072;
82598;13/03/2018;0000;2.74368;
82598;14/03/2018;0000;2.91516;
82598;15/03/2018;0000;2.74368;
82598;16/03/2018;0000;4.287;
82598;17/03/2018;0000;2.5722;
82598;18/03/2018;0000;3.08664;
82598;19/03/2018;0000;3.08664;
82598;20/03/2018;0000;2.91516;
82598;21/03/2018;0000;2.74368;
82598;22/03/2018;0000;3.4296;
82598;23/03/2018;0000;2.5722;
82598;24/03/2018;0000;2.74368;
82598;25/03/2018;0000;3.4296;
82598;26/03/2018;0000;2.5722;
82598;27/03/2018;0000;3.08664;
82598;28/03/2018;0000;3.25812;
82598;29/03/2018;0000;0.34296;
82598;30/03/2018;0000;2.05776;
82598;31/03/2018;0000;1.7148;
82598;01/04/2018;0000;3.08664;
82598;02/04/2018;0000;3.25812;
82598;03/04/2018;0000;2.05776;
82598;04/04/2018;0000;2.05776;
82598;05/04/2018;0000;2.74368;
82598;06/04/2018;0000;1.88628;
82598;07/04/2018;0000;2.40072;
82598;08/04/2018;0000;2.40072;
82598;09/04/2018;0000;3.08664;
82598;10/04/2018;0000;2.74368;
82598;11/04/2018;0000;2.74368;
82598;12/04/2018;0000;2.22924;
82598;13/04/2018;0000;1.37184;
82598;14/04/2018;0000;2.05776;
82598;15/04/2018;0000;2.74368;
82598;16/04/2018;0000;3.60108;
82598;17/04/2018;0000;1.88628;
82598;18/04/2018;0000;3.4296;
82598;19/04/2018;0000;2.5722;
82598;20/04/2018;0000;2.91516;
82598;21/04/2018;0000;0.8574;
82598;22/04/2018;0000;1.88628;
82598;23/04/2018;0000;2.5722;
82598;24/04/2018;0000;3.08664;
82598;25/04/2018;0000;3.4296;
82598;26/04/2018;0000;2.91516;
82598;27/04/2018;0000;3.4296;
82598;28/04/2018;0000;3.08664;
82598;29/04/2018;0000;1.02888;
82598;30/04/2018;0000;2.05776;
82598;01/05/2018;0000;1.7148;
82598;02/05/2018;0000;3.25812;
82598;03/05/2018;0000;3.08664;
82598;04/05/2018;0000;3.77256;
82598;05/05/2018;0000;3.08664;
82598;06/05/2018;0000;3.4296;
82598;07/05/2018;0000;2.22924;
82598;08/05/2018;0000;1.54332;
82598;09/05/2018;0000;2.91516;
82598;10/05/2018;0000;1.20036;
82598;11/05/2018;0000;2.5722;
82598;12/05/2018;0000;2.05776;
82598;13/05/2018;0000;3.25812;
82598;14/05/2018;0000;2.74368;
82598;15/05/2018;0000;3.08664;
82598;16/05/2018;0000;2.40072;
82598;17/05/2018;0000;1.20036;
82598;18/05/2018;0000;2.22924;
82598;19/05/2018;0000;2.40072;
82598;20/05/2018;0000;2.05776;
82598;21/05/2018;0000;2.74368;
82598;22/05/2018;0000;2.40072;
82598;23/05/2018;0000;3.4296;
82598;24/05/2018;0000;3.4296;
82598;25/05/2018;0000;2.05776;
82598;26/05/2018;0000;2.5722;
82598;27/05/2018;0000;4.11552;
82598;28/05/2018;0000;2.5722;
82598;29/05/2018;0000;3.60108;
82598;30/05/2018;0000;4.45848;
82598;31/05/2018;0000;2.74368;
82598;01/06/2018;0000;2.05776;
82598;02/06/2018;0000;1.02888;
82598;03/06/2018;0000;0.51444;
82598;04/06/2018;0000;1.7148;
82598;05/06/2018;0000;2.05776;
82598;06/06/2018;0000;3.25812;
82598;07/06/2018;0000;1.7148;
82598;08/06/2018;0000;2.40072;
82598;09/06/2018;0000;3.25812;
82598;10/06/2018;0000;4.97292;
82598;11/06/2018;0000;4.62996;
82598;12/06/2018;0000;5.1444;
82598;13/06/2018;0000;4.45848;
82598;14/06/2018;0000;4.45848;
82598;15/06/2018;0000;2.5722;
82598;16/06/2018;0000;2.91516;
82598;17/06/2018;0000;2.40072;
82598;18/06/2018;0000;2.22924;
82598;19/06/2018;0000;2.22924;
82598;20/06/2018;0000;5.1444;
82598;21/06/2018;0000;3.08664;
82598;22/06/2018;0000;2.05776;
82598;23/06/2018;0000;5.48736;
82598;24/06/2018;0000;3.94404;
82598;25/06/2018;0000;4.80144;
82598;26/06/2018;0000;4.62996;
82598;27/06/2018;0000;3.77256;
82598;28/06/2018;0000;3.77256;
82598;29/06/2018;0000;3.08664;
82598;30/06/2018;0000;4.45848;
82598;01/07/2018;0000;2.74368;
82598;02/07/2018;0000;2.5722;
82598;03/07/2018;0000;4.62996;
82598;04/07/2018;0000;4.97292;
82598;05/07/2018;0000;6.17328;
82598;06/07/2018;0000;3.60108;
82598;07/07/2018;0000;7.20216;
82598;08/07/2018;0000;4.62996;
82598;09/07/2018;0000;6.51624;
82598;10/07/2018;0000;4.287;
82598;11/07/2018;0000;2.5722;
82598;12/07/2018;0000;2.74368;
82598;13/07/2018;0000;2.74368;
82598;14/07/2018;0000;2.05776;
82598;15/07/2018;0000;4.11552;
82598;16/07/2018;0000;4.287;
82598;17/07/2018;0000;2.05776;
82598;18/07/2018;0000;5.83032;
82598;19/07/2018;0000;3.94404;
82598;20/07/2018;0000;5.31588;
82598;21/07/2018;0000;4.62996;
82598;22/07/2018;0000;4.80144;
82598;23/07/2018;0000;5.65884;
82598;24/07/2018;0000;3.08664;
82598;25/07/2018;0000;4.45848;
82598;26/07/2018;0000;5.48736;
82598;27/07/2018;0000;2.5722;
82598;28/07/2018;0000;3.60108;
82598;29/07/2018;0000;3.94404;
82598;30/07/2018;0000;3.4296;
